"","GM","Tolerant","Vulnerable","Unclassified"
"NonCrop",0,0,0,1
"GM",19401,32366,254,4096
"Tolerant",32474,14405,435,6655
"Vulnerable",1137,2228,37522,66991
"Unclassified",10321,9190,32987,222012
